HashCode HT_File_Map_lu_pyra
HT_Objective_Aka_Minefield_RedMine5 0
HT_Objective_Aka_Minefield_RedMine6 0
HT_Objective_Aka_Minefield_RedMine7 0
HT_Objective_Aka_Minefield_RedMine8 0
HT_Objective_Aka_Minefield_RedMine9 0
HT_Objective_Aka_OxygenAnkh 0
HT_Objective_Aka_Palace_CSIshkaEscape 0
HT_Objective_Aka_Palace_CSIshkaProof 0
HT_Objective_Aka_Palace_Guard1cAtKing 0
HT_Objective_Aka_Palace_Guard1dDead 0
HT_Objective_Aka_RedMine1 0
HT_Objective_Aka_RedMine2 0
HT_Objective_Aka_RedMine3 0
HT_Objective_Aka_RedMine4 0
HT_Objective_Aka_Resonate1 0
HT_Objective_Aka_Resonate2 0
HT_Objective_Aka_Resonate3 0
HT_Objective_Aka_Resonate4 0
HT_Objective_Aka_SeenEvilMonks 0
HT_Objective_Aka_SeenStatueMove 0
HT_Objective_Aka_ShrineMoved 0
HT_Objective_Aka_Slide_Guard1aDone 0
HT_Objective_Aka_Slide_Guard1bDone 0
HT_Objective_Aka_Slide_Guard1bTalked 0
HT_Objective_Aka_Slide_PalaceDoorOpen 0
HT_Objective_Aka_TalkedToFake 0
HT_Objective_Aka_TemplePearl1 0
HT_Objective_Aka_TemplePearl2 0
HT_Objective_Aka_TemplePearl3 0
HT_Objective_Aka_TemplePearl4 0
HT_Objective_Aka_Temple_DoorOpened 0
HT_Objective_Aka_Temple_Pearl1On 0
HT_Objective_Aka_Temple_Pearl2On 0
HT_Objective_Aka_Temple_Pearl3On 0
HT_Objective_Aka_Temple_Pearl4On 0
HT_Objective_Aka_Temple_WindowsGone 0
HT_Objective_CanopicVase05 0
HT_Objective_DilloShoot_Health 0
HT_Objective_DilloShoot_NumShot 0
HT_Objective_Glo_AnkhPiece_01 0
HT_Objective_Glo_AnkhPiece_02 0
HT_Objective_Glo_AnkhPiece_03 0
HT_Objective_Glo_AnkhPiece_04 0
HT_Objective_Glo_AnkhPiece_05 0
HT_Objective_Glo_AnkhPiece_06 0
HT_Objective_Glo_AnkhPiece_07 0
HT_Objective_Glo_AnkhPiece_08 0
HT_Objective_Glo_AnkhPiece_09 0
HT_Objective_Glo_AnkhPiece_10 0
HT_Objective_Glo_AnkhPiece_11 0
HT_Objective_Glo_AnkhPiece_12 0
HT_Objective_Glo_AnkhPiece_13 0
HT_Objective_Glo_AnkhPiece_14 0
HT_Objective_Glo_AnkhPiece_15 0
HT_Objective_Glo_AnkhPiece_16 0
HT_Objective_Glo_AnkhPiece_17 0
HT_Objective_Glo_AnkhPiece_18 0
HT_Objective_Glo_AnkhPiece_19 0
HT_Objective_Glo_AnkhPiece_20 0
HT_Objective_Glo_Crown_AbyDone 0
HT_Objective_Glo_Crown_LuxDone 0
HT_Objective_Glo_Crown_SakDone 0
HT_Objective_Hel_BedouinOutpost_ArcheologistTalked 0
HT_Objective_Hel_BedouinOutpost_BeetleBreederQuest 0
HT_Objective_Hel_BedouinOutpost_BeetleBreederTalked 0
HT_Objective_Hel_BedouinOutpost_GivenParasol 0
HT_Objective_Hel_BedouinOutpost_GotItem 0
HT_Objective_Hel_BedouinOutpost_HealerSaidHi 0
HT_Objective_Hel_BedouinOutpost_HealerTalked 0
HT_Objective_Hel_BedouinOutpost_HeardMyLife 0
HT_Objective_Hel_BedouinOutpost_HippyTalked 0
HT_Objective_Hel_BedouinOutpost_JarSpeech 0
HT_Objective_Hel_BedouinOutpost_SatchelBought 0
HT_Objective_Hel_BedouinOutpost_SatchelSpeech 0
HT_Objective_Hel_BedouinOutpost_TalkedBeetle 0
HT_Objective_Hel_Believer_Animation 0
HT_Objective_Hel_Believer_Node 0
HT_Objective_Hel_BookOfTheDeadDone 0
HT_Objective_Hel_Catacombs_ArcheGoneBack 0
HT_Objective_Hel_Catacombs_GivenStones 0
HT_Objective_Hel_Catacombs_HorizBarsOpen 0
HT_Objective_Hel_Catacombs_MetArche 0
HT_Objective_Hel_Catacombs_MovingSteps 0
HT_Objective_Hel_Catacombs_PatternPuzzle_Ledge1Done 0
HT_Objective_Hel_Catacombs_PatternPuzzle_Ledge2Done 0
HT_Objective_Hel_Catacombs_PatternPuzzle_Ledge3Done 0
HT_Objective_Hel_Catacombs_PatternPuzzle_Ledge4Done 0
HT_Objective_Hel_Catacombs_PatternPuzzle_RoundNum 0
HT_Objective_Hel_Catacombs_RemainingStones 0
HT_Objective_Hel_Catacombs_VertBarsOpen 0
HT_Objective_Hel_CursedPalace_BigVase01 0
HT_Objective_Hel_CursedPalace_BigVase02 0
HT_Objective_Hel_CursedPalace_Chihuahua01 0
HT_Objective_Hel_CursedPalace_Chihuahua02 0
HT_Objective_Hel_CursedPalace_Chihuahua03 0
HT_Objective_Hel_CursedPalace_CursedPharaohDead 0
HT_Objective_Hel_CursedPalace_CursedPharaohFreed 0
HT_Objective_Hel_CursedPalace_CursedPharaohRunOff 0
HT_Objective_Hel_CursedPalace_Door01 0
HT_Objective_Hel_CursedPalace_Door02 0
HT_Objective_Hel_CursedPalace_Door03 0
HT_Objective_Hel_CursedPalace_FarmersBrotherFreed 0
HT_Objective_Hel_CursedPalace_FarmersBrotherFreedTalked 0
HT_Objective_Hel_CursedPalace_FortuneTellerFreed 0
HT_Objective_Hel_CursedPalace_FreeInhabitants1 0
HT_Objective_Hel_CursedPalace_FreeInhabitants2 0
HT_Objective_Hel_CursedPalace_FreeInhabitants3 0
HT_Objective_Hel_CursedPalace_MotherCS1stCapture 0
HT_Objective_Hel_CursedPalace_MotherDone 0
HT_Objective_Hel_CursedPalace_MotherFreed 0
HT_Objective_Hel_CursedPalace_MotherNumChihuahuas 0
HT_Objective_Hel_CursedPalace_MotherNumChihuahuasLeft 0
HT_Objective_Hel_CursedPalace_PalaceGuard1Freed 0
HT_Objective_Hel_CursedPalace_PalaceGuard2Freed 0
HT_Objective_Hel_CursedPalace_PalaceGuard3Freed 0
HT_Objective_Hel_CursedPalace_PalaceGuard4Freed 0
HT_Objective_Hel_CursedPalace_Pedestal01 0
HT_Objective_Hel_CursedPalace_Pedestal02 0
HT_Objective_Hel_CursedPalace_Pedestal03 0
HT_Objective_Hel_CursedPalace_Pedestal04 0
HT_Objective_Hel_CursedPalace_Pedestal05 0
HT_Objective_Hel_CursedPalace_Pedestal06 0
HT_Objective_Hel_CursedPalace_Pedestal07 0
HT_Objective_Hel_CursedPalace_Pedestal08 0
HT_Objective_Hel_CursedPalace_PharaohsWifeFreed 0
HT_Objective_Hel_CursedPalace_ScribeFreed 0
HT_Objective_Hel_CursedPalace_ScribeTalked 0
HT_Objective_Hel_CursedPalace_ScribeWaiting 0
HT_Objective_Hel_CursedPalace_SecretDoor01 0
HT_Objective_Hel_CursedPalace_StoneShrine01 0
HT_Objective_Hel_CursedPalace_StoneShrine02 0
HT_Objective_Hel_CursedPalace_StoneShrine03 0
HT_Objective_Hel_CursedPalace_StoneShrine04 0
HT_Objective_Hel_CursedPalace_StoneShrine05 0
HT_Objective_Hel_CursedPalace_StoneShrine06 0
HT_Objective_Hel_CursedPalace_StoneShrine07 0
HT_Objective_Hel_CursedPalace_StoneShrine08 0
HT_Objective_Hel_DarkArea1_AnubisTalked 0
HT_Objective_Hel_DarkArea1_Lizards 0
HT_Objective_Hel_DarkArea2_BeatenWarrior 0
HT_Objective_Hel_DarkArea2_BurnFence01 0
HT_Objective_Hel_DarkArea2_CSPresentation 0
HT_Objective_Hel_DarkArea2_GateOpen 0
HT_Objective_Hel_DarkArea2_HealerSaidHi 0
HT_Objective_Hel_DarkArea2_NomadChiefTalked 0
HT_Objective_Hel_DarkArea2_Room1_DoorOpen 0
HT_Objective_Hel_DarkArea2_Room1_GotDoorKey 0
HT_Objective_Hel_DarkArea2_Room2_BridgeOn 0
HT_Objective_Hel_DarkArea2_Room2_PortalOn 0
HT_Objective_Hel_DarkArea2_VerminQuest 0
HT_Objective_Hel_DarkArea3_CSGebQueen01 0
HT_Objective_Hel_DarkArea3_CSGebQueen02 0
HT_Objective_Hel_DarkArea3_CSGebQueen03 0
HT_Objective_Hel_DarkArea3_CSGebQueenDeath 0
HT_Objective_Hel_DarkArea3_CSNomadsCrying 0
HT_Objective_Hel_DarkArea3_CSTakeCrown 0
HT_Objective_Hel_DarkArea3_CageRope1 0
HT_Objective_Hel_DarkArea3_CageRope2 0
HT_Objective_Hel_DarkArea3_CageRope3 0
HT_Objective_Hel_DarkArea3_ChantAssist1 0
HT_Objective_Hel_DarkArea3_ChantAssist2 0
HT_Objective_Hel_DarkArea3_ChantAssist3 0
HT_Objective_Hel_DarkArea3_Chest01 0
HT_Objective_Hel_DarkArea3_Chest02 0
HT_Objective_Hel_DarkArea3_Chest03 0
HT_Objective_Hel_DarkArea3_Chest04 0
HT_Objective_Hel_DarkArea3_Chest04FadeIn 0
HT_Objective_Hel_DarkArea3_CrackWall02 0
HT_Objective_Hel_DarkArea3_DoneActivator1 0
HT_Objective_Hel_DarkArea3_DoneActivator2 0
HT_Objective_Hel_DarkArea3_DoneActivator3 0
HT_Objective_Hel_DarkArea3_DoneActivator4 0
HT_Objective_Hel_DarkArea3_DoneChant 0
HT_Objective_Hel_DarkArea3_FoundDeadGuy 0
HT_Objective_Hel_DarkArea3_HorusFreed 0
HT_Objective_Hel_DarkArea3_HorusTalked 0
HT_Objective_Hel_DarkArea3_LowFence01 0
HT_Objective_Hel_DarkArea3_LowFence0102Open 0
HT_Objective_Hel_DarkArea3_LowFence02 0
HT_Objective_Hel_DarkArea3_PortalActive 0
HT_Objective_Hel_DarkArea3_PortalAmuletPieces 0
HT_Objective_Hel_DarkArea3_StoneGolemLock 0
HT_Objective_Hel_DarkArea3_TeleportFX01 0
HT_Objective_Hel_DarkArea3_Urukite03Talked 0
HT_Objective_Hel_DarkArea3_Urukite04Talked 0
HT_Objective_Hel_DarkArea3_Urukite05Talked 0
HT_Objective_Hel_Dungeon_ArcheologistPiecesRemaining 0
HT_Objective_Hel_Dungeon_ArcheologistTalked 0
HT_Objective_Hel_Dungeon_BridgeFace01 0
HT_Objective_Hel_Dungeon_BridgeFace02 0
HT_Objective_Hel_Dungeon_CSArchComplete 0
HT_Objective_Hel_Dungeon_CSArchPresentation 0
HT_Objective_Hel_Dungeon_Door01Chains 0
HT_Objective_Hel_Dungeon_Door02Chains 0
HT_Objective_Hel_Dungeon_Door03Chains 0
HT_Objective_Hel_Dungeon_Door04Chains 0
HT_Objective_Hel_Dungeon_Door05Chains 0
HT_Objective_Hel_Dungeon_Door06Chains 0
HT_Objective_Hel_Dungeon_Door07Chains 0
HT_Objective_Hel_Dungeon_Door08Chains 0
HT_Objective_Hel_Dungeon_DoorChainsHelpDisabled 0
HT_Objective_Hel_Dungeon_HangRail01 0
HT_Objective_Hel_Dungeon_HangRail01Weight01 0
HT_Objective_Hel_Dungeon_HangRail01Weight02 0
HT_Objective_Hel_Dungeon_KeyPedestal01 0
HT_Objective_Hel_Dungeon_KeyPedestal02 0
HT_Objective_Hel_Dungeon_MoveLedge01 0
HT_Objective_Hel_Dungeon_MoveLedge02 0
HT_Objective_Hel_Dungeon_MoveLedge03 0
HT_Objective_Hel_Dungeon_MoveLedge04 0
HT_Objective_Hel_Dungeon_SecretDoor01 0
HT_Objective_Hel_Dungeon_SecretDoor01Chain 0
HT_Objective_Hel_Dungeon_SecretDoor02 0
HT_Objective_Hel_Dungeon_SecretDoor02Chain 0
HT_Objective_Hel_Dungeon_SecretDoor03 0
HT_Objective_Hel_Dungeon_SecretDoor03Chain 0
HT_Objective_Hel_Dungeon_SecretDoor04 0
HT_Objective_Hel_Dungeon_SecretDoor04Chain 0
HT_Objective_Hel_Dungeon_SecretDoor05 0
HT_Objective_Hel_Dungeon_SecretDoor05Chain 0
HT_Objective_Hel_Dungeon_SecretDoor06 0
HT_Objective_Hel_Dungeon_SecretDoor06Chain 0
HT_Objective_Hel_Dungeon_SecretDoor07 0
HT_Objective_Hel_Dungeon_SecretDoor07Chain 0
HT_Objective_Hel_Dungeon_SecretDoor08 0
HT_Objective_Hel_Dungeon_SecretDoor08Chain 0
HT_Objective_Hel_Dungeon_SecretDoor09 0
HT_Objective_Hel_Dungeon_SecretDoor09Chain 0
HT_Objective_Hel_Dungeon_SecretDoor10 0
HT_Objective_Hel_Dungeon_SecretDoor10Chain 0
HT_Objective_Hel_Dungeon_SecretDoor11 0
HT_Objective_Hel_Dungeon_SecretDoor11Chain 0
HT_Objective_Hel_Dungeon_SecretDoor12 0
HT_Objective_Hel_Dungeon_SecretDoor12Chain 0
HT_Objective_Hel_Dungeon_SecretDoor13 0
HT_Objective_Hel_Dungeon_SecretDoor13Chain 0
HT_Objective_Hel_Dungeon_SecretDoor14 0
HT_Objective_Hel_Dungeon_SecretDoor14Chain 0
HT_Objective_Hel_Dungeon_Shrine01Item 0
HT_Objective_Hel_Dungeon_Shrine02Item 0
HT_Objective_Hel_Dungeon_Shrine03Item 0
HT_Objective_Hel_Dungeon_Shrine04Item 0
HT_Objective_Hel_Dungeon_SkeletonCage01 0
HT_Objective_Hel_Dungeon_SkeletonCage01Chains 0
HT_Objective_Hel_Dungeon_SmashStatueKey01 0
HT_Objective_Hel_Dungeon_SmashStatueKey02 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta01 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta02 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta03 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta04 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta05 0
HT_Objective_Hel_Dungeon_SmashStatueRosetta06 0
HT_Objective_Hel_Dungeon_StoneBox01 0
HT_Objective_Hel_Dungeon_StoneBox01Lever01 0
HT_Objective_Hel_Dungeon_StoneBox01Lever02 0
HT_Objective_Hel_Dungeon_StoneBox01Lever03 0
HT_Objective_Hel_Dungeon_StoneBox01Lever04 0
HT_Objective_Hel_Dungeon_WallChain01Counter 0
HT_Objective_Hel_Dungeon_WallChain01Fence 0
HT_Objective_Hel_Dungeon_WallChain01a 0
HT_Objective_Hel_Dungeon_WallChain01b 0
HT_Objective_Hel_Dungeon_WallChain02Counter 0
HT_Objective_Hel_Dungeon_WallChain02Fence 0
HT_Objective_Hel_Dungeon_WallChain02a 0
HT_Objective_Hel_Dungeon_WallChain02b 0
HT_Objective_Hel_Dungeon_WallChain03Counter 0
HT_Objective_Hel_Dungeon_WallChain03Fence 0
HT_Objective_Hel_Dungeon_WallChain03a 0
HT_Objective_Hel_Dungeon_WallChain03b 0
HT_Objective_Hel_Exterior_AthleteTalked 0
HT_Objective_Hel_Exterior_AthleteTime 0
HT_Objective_Hel_Exterior_AthleteTimeValid 0
HT_Objective_Hel_Exterior_BoatOwnerDestination 0
HT_Objective_Hel_Exterior_BoatOwnerDestinations 0
HT_Objective_Hel_Exterior_BoatOwnerQuest 0
HT_Objective_Hel_Exterior_BurnFence01 0
HT_Objective_Hel_Exterior_BurnFence02 0
HT_Objective_Hel_Exterior_BurnSupport01 0
HT_Objective_Hel_Exterior_CSArcheologistComplete 0
HT_Objective_Hel_Exterior_CSBeetleBreederPresentation 0
HT_Objective_Hel_Exterior_CSBoatOwnerIntro 0
HT_Objective_Hel_Exterior_CSFarmerFreed 0
HT_Objective_Hel_Exterior_CSGlyphPresentation 0
HT_Objective_Hel_Exterior_CSHorusInvisibility 0
HT_Objective_Hel_Exterior_CSHorusWallEntrance1 0
HT_Objective_Hel_Exterior_CSImhotepBoss01 0
HT_Objective_Hel_Exterior_CSImhotepBoss02 0
HT_Objective_Hel_Exterior_CSImhotepBoss03 0
HT_Objective_Hel_Exterior_CSNomadHusband 0
HT_Objective_Hel_Exterior_CSNomadWifeFreed 0
HT_Objective_Hel_Exterior_CSObeliskComplete 0
HT_Objective_Hel_Exterior_CSObeliskPresentation 0
HT_Objective_Hel_Exterior_Cave1_Lift01Moving 0
HT_Objective_Hel_Exterior_Cave2_WaterJumpPadBlockers 0
HT_Objective_Hel_Exterior_Cave2_WaterPlatformNode 0
HT_Objective_Hel_Exterior_Chains01 0
HT_Objective_Hel_Exterior_Chains02 0
HT_Objective_Hel_Exterior_Chains03 0
HT_Objective_Hel_Exterior_Chest01 0
HT_Objective_Hel_Exterior_Chest02 0
HT_Objective_Hel_Exterior_Chest03 0
HT_Objective_Hel_Exterior_Chest04 0
HT_Objective_Hel_Exterior_Chest05 0
HT_Objective_Hel_Exterior_Chest06 0
HT_Objective_Hel_Exterior_Chest07 0
HT_Objective_Hel_Exterior_Chest08 0
HT_Objective_Hel_Exterior_Chest09 0
HT_Objective_Hel_Exterior_Chest10 0
HT_Objective_Hel_Exterior_CrackRock01 0
HT_Objective_Hel_Exterior_CrackRock02 0
HT_Objective_Hel_Exterior_CrackRock03 0
HT_Objective_Hel_Exterior_CrackRock04 0
HT_Objective_Hel_Exterior_CrackRock05 0
HT_Objective_Hel_Exterior_CrackRock06 0
HT_Objective_Hel_Exterior_CreatureCollectorQuest 0
HT_Objective_Hel_Exterior_CreatureCollectorTalked 0
HT_Objective_Hel_Exterior_DigTimer 0
HT_Objective_Hel_Exterior_DungeonDoor 0
HT_Objective_Hel_Exterior_DungeonGuardTalked 0
HT_Objective_Hel_Exterior_EntranceCaveCollapsed 0
HT_Objective_Hel_Exterior_EyePost01 0
HT_Objective_Hel_Exterior_EyePost02 0
HT_Objective_Hel_Exterior_EyePost03 0
HT_Objective_Hel_Exterior_EyePost04 0
HT_Objective_Hel_Exterior_EyePost05 0
HT_Objective_Hel_Exterior_EyePost06 0
HT_Objective_Hel_Exterior_EyePostCounter01 0
HT_Objective_Hel_Exterior_FarmLastPlot 0
HT_Objective_Hel_Exterior_FarmPlot 0
HT_Objective_Hel_Exterior_Farm_FarmerState 0
HT_Objective_Hel_Exterior_Farm_FarmersBrotherState 0
HT_Objective_Hel_Exterior_Farm_Plot 0
HT_Objective_Hel_Exterior_Farm_Plot01 0
HT_Objective_Hel_Exterior_Farm_Plot02 0
HT_Objective_Hel_Exterior_Farm_Plot03 0
HT_Objective_Hel_Exterior_Farm_Plot04 0
HT_Objective_Hel_Exterior_Farm_Plot05 0
HT_Objective_Hel_Exterior_Farm_Plot06 0
HT_Objective_Hel_Exterior_Farm_Plot07 0
HT_Objective_Hel_Exterior_Farm_Plot08 0
HT_Objective_Hel_Exterior_Farm_Plot09 0
HT_Objective_Hel_Exterior_Farm_Plot10 0
HT_Objective_Hel_Exterior_Farm_Plot11 0
HT_Objective_Hel_Exterior_Farm_Plot12 0
HT_Objective_Hel_Exterior_Farm_Plot13 0
HT_Objective_Hel_Exterior_Farm_Plot14 0
HT_Objective_Hel_Exterior_Farm_Plot15 0
HT_Objective_Hel_Exterior_Farm_Plot16 0
HT_Objective_Hel_Exterior_Farm_PlotList 0
HT_Objective_Hel_Exterior_Farm_PlotTime 0
HT_Objective_Hel_Exterior_FarmerTalked 0
HT_Objective_Hel_Exterior_FarmersDigging 0
HT_Objective_Hel_Exterior_ForgerQuest 0
HT_Objective_Hel_Exterior_Gate01 0
HT_Objective_Hel_Exterior_Gate01Lock 0
HT_Objective_Hel_Exterior_Gate02 0
HT_Objective_Hel_Exterior_Gate02Lock 0
HT_Objective_Hel_Exterior_Gate03 0
HT_Objective_Hel_Exterior_Gate03Lock 0
HT_Objective_Hel_Exterior_GateWS02 0
HT_Objective_Hel_Exterior_GateWS02Lock 0
HT_Objective_Hel_Exterior_GateWS02UseItem 0
HT_Objective_Hel_Exterior_GateWS03 0
HT_Objective_Hel_Exterior_GateWS03Lock 0
HT_Objective_Hel_Exterior_GateWS03UseItem 0
HT_Objective_Hel_Exterior_GlyphCollectorTalked 0
HT_Objective_Hel_Exterior_GlyphShopOpen 0
HT_Objective_Hel_Exterior_GlyphShop_AnkhPiece01 0
HT_Objective_Hel_Exterior_GlyphShop_AnkhPiece02 0
HT_Objective_Hel_Exterior_GlyphShop_GateKey03 0
HT_Objective_Hel_Exterior_GlyphShop_GoldAnkh01 0
HT_Objective_Hel_Exterior_HelpAtunDisc 0
HT_Objective_Hel_Exterior_JarBroken 0
HT_Objective_Hel_Exterior_NomadHusband 0
HT_Objective_Hel_Exterior_NomadHusbandTalked 0
HT_Objective_Hel_Exterior_NomadWife 0
HT_Objective_Hel_Exterior_NomadWifeTalked 0
HT_Objective_Hel_Exterior_ObeliskOpened1 0
HT_Objective_Hel_Exterior_ObstacleTalked 0
HT_Objective_Hel_Exterior_ObstacleTime 0
HT_Objective_Hel_Exterior_ObstacleTimeBest 0
HT_Objective_Hel_Exterior_ObstacleTimeValid 0
HT_Objective_Hel_Exterior_PitWater 0
HT_Objective_Hel_Exterior_PlotList 0
HT_Objective_Hel_Exterior_RisePost01 0
HT_Objective_Hel_Exterior_Room1_Plats1Moving 0
HT_Objective_Hel_Exterior_RopeHanger01 0
HT_Objective_Hel_Exterior_RosettaTable 0
HT_Objective_Hel_Exterior_SinkColumn01 0
HT_Objective_Hel_Exterior_SmallObelisk01 0
HT_Objective_Hel_Exterior_SmallObelisk02 0
HT_Objective_Hel_Exterior_SmallObelisk03 0
HT_Objective_Hel_Exterior_SmallObelisk04 0
HT_Objective_Hel_Exterior_SmallObelisk05 0
HT_Objective_Hel_Exterior_SmashObelisk01 0
